Order_ID,Order_Date,Ship_Date,Ship_Mode_ID,Customer_ID,Postal_Code
CA-2017-157000,2017-07-16 00:00:00,2017-07-22 00:00:00,2,AM-10360,75051.0
CA-2016-102281,2016-10-12 00:00:00,2016-10-14 00:00:00,3,MP-17470,10035.0
CA-2016-131457,2016-10-31 00:00:00,2016-11-06 00:00:00,2,MZ-17515,92374.0
CA-2015-140004,2015-03-21 00:00:00,2015-03-25 00:00:00,2,CB-12025,45011.0
CA-2018-107720,2018-11-06 00:00:00,2018-11-13 00:00:00,2,VM-21685,7090.0
US-2018-124303,2018-07-06 00:00:00,2018-07-13 00:00:00,2,FH-14365,19120.0
CA-2018-105074,2018-06-24 00:00:00,2018-06-29 00:00:00,2,MB-17305,44312.0
CA-2015-133690,2015-08-03 00:00:00,2015-08-05 00:00:00,3,BS-11755,80219.0
US-2018-116701,2018-12-17 00:00:00,2018-12-21 00:00:00,1,LC-17140,75220.0
CA-2018-126382,2018-06-03 00:00:00,2018-06-07 00:00:00,2,HK-14890,37064.0
CA-2018-108329,2018-12-09 00:00:00,2018-12-14 00:00:00,2,LE-16810,90604.0
CA-2018-135860,2018-12-01 00:00:00,2018-12-07 00:00:00,2,JH-15985,48601.0
CA-2016-101007,2016-02-09 00:00:00,2016-02-13 00:00:00,1,MS-17980,75220.0
CA-2016-146262,2016-01-02 00:00:00,2016-01-09 00:00:00,2,VW-21775,44256.0
CA-2017-130162,2017-10-28 00:00:00,2017-11-01 00:00:00,2,JH-15910,90032.0
CA-2016-169397,2016-12-24 00:00:00,2016-12-27 00:00:00,3,JB-15925,43017.0
CA-2016-163055,2016-08-09 00:00:00,2016-08-16 00:00:00,2,DS-13180,48227.0
US-2016-145436,2016-02-28 00:00:00,2016-03-04 00:00:00,2,VD-21670,38401.0
US-2015-156216,2015-09-13 00:00:00,2015-09-17 00:00:00,2,EA-14035,28205.0
US-2018-100930,2018-04-07 00:00:00,2018-04-12 00:00:00,2,CS-12400,33614.0
CA-2018-160514,2018-11-12 00:00:00,2018-11-16 00:00:00,2,DB-13120,95051.0
CA-2017-157749,2017-06-04 00:00:00,2017-06-09 00:00:00,1,KL-16645,60610.0
CA-2015-131926,2015-06-01 00:00:00,2015-06-06 00:00:00,1,DW-13480,55044.0
CA-2017-154739,2017-12-10 00:00:00,2017-12-15 00:00:00,1,LH-17155,94109.0
CA-2017-145625,2017-09-11 00:00:00,2017-09-17 00:00:00,2,KC-16540,92037.0
CA-2017-146941,2017-12-10 00:00:00,2017-12-13 00:00:00,3,DL-13315,10024.0
US-2016-159982,2016-11-28 00:00:00,2016-12-04 00:00:00,2,DR-12880,60623.0
CA-2018-163139,2018-12-01 00:00:00,2018-12-03 00:00:00,1,CC-12670,10009.0
US-2018-155299,2018-06-08 00:00:00,2018-06-12 00:00:00,2,Dl-13600,77506.0
US-2015-106992,2015-09-19 00:00:00,2015-09-21 00:00:00,1,SB-20290,77036.0
CA-2017-125318,2017-06-06 00:00:00,2017-06-13 00:00:00,2,RC-19825,60610.0
CA-2016-155040,2016-11-10 00:00:00,2016-11-15 00:00:00,2,AH-10210,94513.0
CA-2018-136826,2018-06-16 00:00:00,2018-06-20 00:00:00,2,CB-12535,27514.0
CA-2017-111010,2017-01-22 00:00:00,2017-01-28 00:00:00,2,PG-18895,7960.0
US-2018-145366,2018-12-09 00:00:00,2018-12-13 00:00:00,2,CA-12310,45231.0
CA-2018-163979,2018-12-28 00:00:00,2019-01-02 00:00:00,1,KH-16690,94110.0
CA-2016-155334,2016-07-30 00:00:00,2016-07-31 00:00:00,3,HA-14920,94109.0
CA-2018-118136,2018-09-16 00:00:00,2018-09-17 00:00:00,3,BB-10990,90301.0
CA-2018-132976,2018-10-13 00:00:00,2018-10-17 00:00:00,2,AG-10495,19140.0
US-2016-161991,2016-09-26 00:00:00,2016-09-28 00:00:00,1,SC-20725,77070.0
CA-2016-130890,2016-11-02 00:00:00,2016-11-06 00:00:00,2,JO-15280,90004.0
CA-2016-130883,2016-09-26 00:00:00,2016-10-02 00:00:00,2,TB-21520,97206.0
CA-2017-112697,2017-12-18 00:00:00,2017-12-20 00:00:00,1,AH-10195,33319.0
CA-2017-110772,2017-11-20 00:00:00,2017-11-24 00:00:00,1,NZ-18565,43229.0
CA-2015-111451,2015-12-26 00:00:00,2015-12-28 00:00:00,3,KL-16555,80906.0
CA-2017-142545,2017-10-28 00:00:00,2017-11-03 00:00:00,2,JD-15895,7109.0
US-2018-152380,2018-11-19 00:00:00,2018-11-23 00:00:00,2,JH-15910,60623.0
CA-2016-144253,2016-05-04 00:00:00,2016-05-09 00:00:00,1,AS-10225,10024.0
CA-2015-130960,2015-12-30 00:00:00,2016-01-04 00:00:00,2,KB-16600,48180.0
CA-2015-111003,2015-06-01 00:00:00,2015-06-06 00:00:00,2,CR-12625,8701.0
CA-2018-126774,2018-04-15 00:00:00,2018-04-17 00:00:00,3,SH-20395,22204.0
CA-2017-142902,2017-09-12 00:00:00,2017-09-14 00:00:00,1,BP-11185,80004.0
CA-2015-120887,2015-09-27 00:00:00,2015-10-03 00:00:00,2,TS-21205,7601.0
CA-2015-167850,2015-08-09 00:00:00,2015-08-16 00:00:00,2,AG-10525,33710.0
CA-2015-164259,2015-12-28 00:00:00,2015-12-30 00:00:00,3,SP-20860,19143.0
CA-2015-164973,2015-11-04 00:00:00,2015-11-09 00:00:00,2,NM-18445,10024.0
CA-2015-156601,2015-09-19 00:00:00,2015-09-24 00:00:00,2,FA-14230,90805.0
CA-2017-162138,2017-04-23 00:00:00,2017-04-27 00:00:00,2,GK-14620,92345.0
CA-2018-153339,2018-11-03 00:00:00,2018-11-05 00:00:00,1,DJ-13510,37130.0
US-2017-141544,2017-08-30 00:00:00,2017-09-01 00:00:00,3,PO-18850,19143.0
US-2017-150147,2017-04-25 00:00:00,2017-04-29 00:00:00,1,JL-15850,19134.0
CA-2016-137946,2016-09-01 00:00:00,2016-09-04 00:00:00,1,DB-13615,90045.0
CA-2015-129924,2015-07-12 00:00:00,2015-07-17 00:00:00,2,AC-10420,94122.0
CA-2016-128167,2016-06-22 00:00:00,2016-06-26 00:00:00,1,KL-16645,84041.0
CA-2015-122336,2015-04-13 00:00:00,2015-04-17 00:00:00,1,JD-15895,19140.0
US-2016-120712,2016-12-20 00:00:00,2016-12-24 00:00:00,2,CS-12130,78745.0
CA-2018-169901,2018-06-15 00:00:00,2018-06-19 00:00:00,2,CC-12550,94122.0
CA-2018-134306,2018-07-08 00:00:00,2018-07-12 00:00:00,2,TD-20995,1852.0
CA-2017-129714,2017-09-01 00:00:00,2017-09-03 00:00:00,3,AB-10060,10009.0
CA-2017-138520,2017-04-08 00:00:00,2017-04-13 00:00:00,2,JL-15505,10035.0
CA-2017-130001,2017-04-23 00:00:00,2017-04-28 00:00:00,2,HK-14890,28205.0
CA-2018-155698,2018-03-08 00:00:00,2018-03-11 00:00:00,3,VB-21745,31907.0
CA-2018-144904,2018-09-25 00:00:00,2018-10-01 00:00:00,2,KW-16435,10009.0
CA-2015-123344,2015-09-24 00:00:00,2015-09-29 00:00:00,2,JD-16060,94109.0
CA-2017-155516,2017-10-21 00:00:00,2017-10-21 00:00:00,4,MK-17905,6040.0
CA-2018-104745,2018-05-29 00:00:00,2018-06-04 00:00:00,2,GT-14755,78550.0
US-2015-119137,2015-07-23 00:00:00,2015-07-27 00:00:00,2,AG-10900,85705.0
US-2017-134656,2017-09-28 00:00:00,2017-10-01 00:00:00,3,MM-18280,62301.0
US-2018-134481,2018-08-27 00:00:00,2018-09-01 00:00:00,2,AR-10405,2038.0
CA-2016-130792,2016-04-28 00:00:00,2016-05-05 00:00:00,2,RA-19915,77095.0
CA-2017-134775,2017-10-28 00:00:00,2017-10-29 00:00:00,3,AS-10285,94109.0
CA-2016-125395,2016-06-26 00:00:00,2016-06-29 00:00:00,1,LA-16780,48180.0
US-2016-168935,2016-11-27 00:00:00,2016-12-02 00:00:00,2,DO-13435,33024.0
CA-2016-122756,2016-12-03 00:00:00,2016-12-07 00:00:00,2,DK-13225,19140.0
CA-2015-115973,2015-11-24 00:00:00,2015-11-26 00:00:00,3,NG-18430,45231.0
CA-2018-101798,2018-12-11 00:00:00,2018-12-15 00:00:00,2,MV-18190,10009.0
US-2015-135972,2015-09-21 00:00:00,2015-09-23 00:00:00,1,JG-15115,98198.0
US-2015-134971,2015-06-07 00:00:00,2015-06-10 00:00:00,1,BP-11095,61604.0
CA-2018-102946,2018-06-30 00:00:00,2018-07-05 00:00:00,2,VP-21730,89115.0
CA-2018-165603,2018-10-17 00:00:00,2018-10-19 00:00:00,1,SS-20140,2886.0
CA-2016-122259,2016-10-31 00:00:00,2016-11-04 00:00:00,2,HP-14815,49201.0
CA-2017-108987,2017-09-08 00:00:00,2017-09-10 00:00:00,1,AG-10675,77036.0
CA-2015-113166,2015-12-24 00:00:00,2015-12-26 00:00:00,3,LF-17185,33180.0
CA-2015-155208,2015-04-16 00:00:00,2015-04-20 00:00:00,2,SP-20650,28403.0
CA-2018-117933,2018-12-24 00:00:00,2018-12-29 00:00:00,2,RF-19840,10024.0
CA-2018-117457,2018-12-08 00:00:00,2018-12-12 00:00:00,2,KH-16510,94110.0
CA-2018-142636,2018-11-03 00:00:00,2018-11-07 00:00:00,2,KC-16675,98105.0
CA-2018-122105,2018-06-24 00:00:00,2018-06-28 00:00:00,2,CJ-12010,92646.0
CA-2017-148796,2017-04-14 00:00:00,2017-04-18 00:00:00,2,PB-19150,90004.0
CA-2018-154816,2018-11-06 00:00:00,2018-11-10 00:00:00,2,VB-21745,40475.0
CA-2018-110478,2018-03-04 00:00:00,2018-03-09 00:00:00,2,SP-20860,90045.0
CA-2015-142048,2015-06-22 00:00:00,2015-06-25 00:00:00,3,JE-15745,80027.0
CA-2018-125388,2018-10-19 00:00:00,2018-10-23 00:00:00,2,MP-17965,1841.0
CA-2018-155705,2018-08-21 00:00:00,2018-08-23 00:00:00,1,NF-18385,39212.0
CA-2018-149160,2018-11-23 00:00:00,2018-11-26 00:00:00,1,JM-15265,48187.0
CA-2015-101476,2015-09-12 00:00:00,2015-09-13 00:00:00,3,SD-20485,10801.0
CA-2018-152275,2018-10-01 00:00:00,2018-10-08 00:00:00,2,KH-16630,78207.0
US-2017-123750,2017-04-15 00:00:00,2017-04-21 00:00:00,2,RB-19795,28052.0
CA-2017-127369,2017-06-06 00:00:00,2017-06-07 00:00:00,3,DB-13060,1852.0
US-2015-150574,2015-12-19 00:00:00,2015-12-25 00:00:00,2,MK-18160,32216.0
CA-2017-147375,2017-06-12 00:00:00,2017-06-14 00:00:00,1,PO-19180,60623.0
CA-2018-130043,2018-09-15 00:00:00,2018-09-19 00:00:00,2,BB-11545,77070.0
CA-2018-157252,2018-01-20 00:00:00,2018-01-23 00:00:00,1,CV-12805,10024.0
CA-2017-115756,2017-09-05 00:00:00,2017-09-07 00:00:00,1,PK-19075,48227.0
CA-2018-154214,2018-03-20 00:00:00,2018-03-25 00:00:00,1,TB-21595,47201.0
CA-2017-166674,2017-04-01 00:00:00,2017-04-03 00:00:00,1,RB-19360,13021.0
CA-2018-147277,2018-10-20 00:00:00,2018-10-24 00:00:00,2,EB-13705,44312.0
CA-2017-100153,2017-12-13 00:00:00,2017-12-17 00:00:00,2,KH-16630,73071.0
US-2015-110674,2015-02-12 00:00:00,2015-02-18 00:00:00,2,SC-20095,94521.0
US-2017-157945,2017-09-26 00:00:00,2017-10-01 00:00:00,2,NF-18385,62521.0
CA-2016-109638,2016-12-15 00:00:00,2016-12-22 00:00:00,2,JH-15985,98115.0
CA-2017-109869,2017-04-22 00:00:00,2017-04-29 00:00:00,2,TN-21040,85023.0
US-2016-101399,2016-01-17 00:00:00,2016-01-24 00:00:00,2,JS-15940,60068.0
CA-2018-154907,2018-03-31 00:00:00,2018-04-04 00:00:00,2,DS-13180,79109.0
US-2017-100419,2017-12-16 00:00:00,2017-12-20 00:00:00,1,CC-12670,60610.0
CA-2016-154144,2016-12-20 00:00:00,2016-12-24 00:00:00,2,MH-17785,11757.0
CA-2015-144666,2015-11-09 00:00:00,2015-11-11 00:00:00,1,JP-15520,94110.0
CA-2017-103891,2017-07-12 00:00:00,2017-07-19 00:00:00,2,KH-16690,90008.0
CA-2017-152632,2017-10-27 00:00:00,2017-11-02 00:00:00,2,JE-15475,12180.0
CA-2017-100790,2017-06-26 00:00:00,2017-07-02 00:00:00,2,JG-15805,10024.0
CA-2015-134677,2015-10-06 00:00:00,2015-10-10 00:00:00,2,XP-21865,92024.0
CA-2015-127691,2015-07-22 00:00:00,2015-07-27 00:00:00,2,EM-14065,10024.0
CA-2018-140963,2018-06-10 00:00:00,2018-06-13 00:00:00,3,MT-18070,90045.0
CA-2015-154627,2015-10-29 00:00:00,2015-10-31 00:00:00,3,SA-20830,60610.0
CA-2015-133753,2015-06-09 00:00:00,2015-06-13 00:00:00,1,CW-11905,77340.0
CA-2015-113362,2015-09-14 00:00:00,2015-09-19 00:00:00,2,AJ-10960,14609.0
CA-2017-169166,2017-05-09 00:00:00,2017-05-14 00:00:00,2,SS-20590,98115.0
US-2017-120929,2017-03-18 00:00:00,2017-03-21 00:00:00,1,RO-19780,38109.0
CA-2016-134782,2016-12-27 00:00:00,2016-12-31 00:00:00,2,MD-17350,72701.0
CA-2017-126158,2017-07-25 00:00:00,2017-07-31 00:00:00,2,SC-20095,92627.0
US-2017-105578,2017-05-30 00:00:00,2017-06-04 00:00:00,2,MY-17380,80134.0
CA-2018-134978,2018-11-12 00:00:00,2018-11-15 00:00:00,1,EB-13705,10024.0
CA-2016-145352,2016-03-16 00:00:00,2016-03-22 00:00:00,2,CM-12385,30318.0
CA-2018-135307,2018-11-26 00:00:00,2018-11-27 00:00:00,3,LS-17245,64118.0
CA-2017-106341,2017-10-20 00:00:00,2017-10-23 00:00:00,3,LF-17185,43055.0
CA-2018-163405,2018-12-21 00:00:00,2018-12-25 00:00:00,2,BN-11515,90049.0
CA-2018-127432,2018-01-22 00:00:00,2018-01-27 00:00:00,2,AD-10180,59405.0
CA-2016-157812,2016-03-22 00:00:00,2016-03-26 00:00:00,2,DB-13210,77041.0
CA-2018-145142,2018-01-23 00:00:00,2018-01-25 00:00:00,3,MC-17605,48234.0
US-2017-139486,2017-05-21 00:00:00,2017-05-23 00:00:00,3,LH-17155,90032.0
CA-2016-158792,2016-12-26 00:00:00,2017-01-02 00:00:00,2,BD-11605,1841.0
CA-2018-113558,2018-10-21 00:00:00,2018-10-26 00:00:00,2,PH-18790,33801.0
US-2016-138303,2016-09-03 00:00:00,2016-09-07 00:00:00,2,MG-18145,19134.0
CA-2016-102848,2016-11-07 00:00:00,2016-11-09 00:00:00,1,KB-16240,90036.0
US-2018-129441,2018-09-07 00:00:00,2018-09-11 00:00:00,2,JC-15340,90032.0
CA-2017-168753,2017-05-29 00:00:00,2017-06-01 00:00:00,1,RL-19615,36116.0
CA-2017-126613,2017-07-10 00:00:00,2017-07-16 00:00:00,2,AA-10375,85204.0
US-2018-122637,2018-09-03 00:00:00,2018-09-08 00:00:00,1,EP-13915,60653.0
CA-2016-147851,2016-12-03 00:00:00,2016-12-08 00:00:00,2,MP-17470,10009.0
CA-2016-134894,2016-12-07 00:00:00,2016-12-11 00:00:00,2,DK-12985,42420.0
CA-2015-140795,2015-02-01 00:00:00,2015-02-03 00:00:00,3,BD-11500,54302.0
CA-2017-136924,2017-07-14 00:00:00,2017-07-17 00:00:00,3,ES-14080,85705.0
US-2016-120161,2016-12-18 00:00:00,2016-12-23 00:00:00,2,LM-17065,45503.0
CA-2015-103849,2015-05-11 00:00:00,2015-05-16 00:00:00,2,PG-18895,76106.0
CA-2018-162929,2018-11-19 00:00:00,2018-11-22 00:00:00,3,AS-10135,10035.0
CA-2016-113173,2016-11-15 00:00:00,2016-11-17 00:00:00,1,DK-13225,60653.0
CA-2017-136406,2017-04-15 00:00:00,2017-04-17 00:00:00,1,BD-11320,94110.0
CA-2018-112774,2018-09-11 00:00:00,2018-09-12 00:00:00,3,RC-19960,32216.0
CA-2018-101945,2018-11-24 00:00:00,2018-11-28 00:00:00,2,GT-14710,77070.0
CA-2018-100650,2018-06-29 00:00:00,2018-07-03 00:00:00,1,DK-13225,92804.0
CA-2015-155852,2015-03-03 00:00:00,2015-03-07 00:00:00,1,AJ-10945,28403.0
CA-2017-113243,2017-06-10 00:00:00,2017-06-15 00:00:00,2,OT-18730,90045.0
CA-2018-118731,2018-11-20 00:00:00,2018-11-22 00:00:00,1,LP-17080,94110.0
CA-2015-145576,2015-09-14 00:00:00,2015-09-18 00:00:00,1,CA-12775,33614.0
CA-2016-130736,2016-12-07 00:00:00,2016-12-09 00:00:00,3,JF-15490,98105.0
CA-2018-137099,2018-12-07 00:00:00,2018-12-10 00:00:00,3,FP-14320,90008.0
CA-2018-156951,2018-10-01 00:00:00,2018-10-08 00:00:00,2,EB-13840,98105.0
CA-2018-164826,2018-12-28 00:00:00,2019-01-04 00:00:00,2,JF-15415,10024.0
CA-2017-127250,2017-11-03 00:00:00,2017-11-07 00:00:00,2,SF-20200,98270.0
CA-2016-149713,2016-09-18 00:00:00,2016-09-22 00:00:00,1,TG-21640,90805.0
CA-2018-118640,2018-07-20 00:00:00,2018-07-26 00:00:00,2,CS-11950,60610.0
CA-2016-132906,2016-09-10 00:00:00,2016-09-14 00:00:00,2,CC-12145,90004.0
CA-2018-145233,2018-12-01 00:00:00,2018-12-05 00:00:00,2,DV-13465,80219.0
CA-2016-128139,2016-07-03 00:00:00,2016-07-09 00:00:00,2,BD-11725,40475.0
US-2017-156986,2017-03-20 00:00:00,2017-03-24 00:00:00,2,ZC-21910,97301.0
CA-2015-135405,2015-01-09 00:00:00,2015-01-13 00:00:00,2,MS-17830,78041.0
CA-2015-131450,2015-08-08 00:00:00,2015-08-15 00:00:00,2,LR-16915,92024.0
CA-2017-120180,2017-07-14 00:00:00,2017-07-16 00:00:00,3,TP-21130,19134.0
US-2017-100720,2017-07-16 00:00:00,2017-07-21 00:00:00,2,CK-12205,19120.0
CA-2015-149958,2015-03-15 00:00:00,2015-03-19 00:00:00,2,AS-10240,33614.0
US-2015-105767,2015-05-23 00:00:00,2015-05-27 00:00:00,2,AR-10510,19134.0
CA-2017-161816,2017-04-28 00:00:00,2017-05-01 00:00:00,3,NB-18655,75217.0
CA-2017-121223,2017-09-11 00:00:00,2017-09-13 00:00:00,1,GD-14590,19143.0
CA-2018-138611,2018-11-14 00:00:00,2018-11-17 00:00:00,1,CK-12595,43123.0
CA-2018-117947,2018-08-18 00:00:00,2018-08-23 00:00:00,1,NG-18355,10011.0
US-2015-111171,2015-12-26 00:00:00,2015-12-31 00:00:00,2,CA-12265,60610.0
CA-2016-138009,2016-11-29 00:00:00,2016-12-03 00:00:00,2,SF-20965,48126.0
CA-2018-163020,2018-09-15 00:00:00,2018-09-19 00:00:00,2,MO-17800,10009.0
CA-2018-153787,2018-05-19 00:00:00,2018-05-23 00:00:00,2,AT-10735,98115.0
