Postal_Code,City,State,Country,Region
36830.0,Auburn,Alabama,United States,South
92404.0,San Bernardino,California,United States,West
1453.0,Leominster,Massachusetts,United States,East
59715.0,Bozeman,Montana,United States,West
85345.0,Peoria,Arizona,United States,West
44107.0,Lakewood,Ohio,United States,East
8861.0,Perth Amboy,New Jersey,United States,East
91761.0,Ontario,California,United States,West
91730.0,Rancho Cucamonga,California,United States,West
56560.0,Moorhead,Minnesota,United States,Central
75150.0,Mesquite,Texas,United States,Central
95207.0,Stockton,California,United States,West
32174.0,Ormond Beach,Florida,United States,South
94086.0,Sunnyvale,California,United States,West
3820.0,Dover,New Hampshire,United States,East
17403.0,York,Pennsylvania,United States,East
77840.0,College Station,Texas,United States,Central
63116.0,Saint Louis,Missouri,United States,Central
2169.0,Quincy,Massachusetts,United States,East
95336.0,Manteca,California,United States,West
44240.0,Kent,Ohio,United States,East
76903.0,San Angelo,Texas,United States,Central
84106.0,Salt Lake City,Utah,United States,West
35810.0,Huntsville,Alabama,United States,South
37918.0,Knoxville,Tennessee,United States,South
72209.0,Little Rock,Arkansas,United States,South
48146.0,Lincoln Park,Michigan,United States,Central
43302.0,Marion,Ohio,United States,East
80122.0,Littleton,Colorado,United States,West
4401.0,Bangor,Maine,United States,East
38671.0,Southaven,Mississippi,United States,South
47362.0,New Castle,Indiana,United States,Central
48640.0,Midland,Michigan,United States,Central
57103.0,Sioux Falls,South Dakota,United States,Central
80525.0,Fort Collins,Colorado,United States,West
47905.0,Lafayette,Indiana,United States,Central
37042.0,Clarksville,Tennessee,United States,South
95823.0,Sacramento,California,United States,West
91360.0,Thousand Oaks,California,United States,West
2148.0,Malden,Massachusetts,United States,East
1040.0,Holyoke,Massachusetts,United States,East
87105.0,Albuquerque,New Mexico,United States,West
89431.0,Sparks,Nevada,United States,West
92236.0,Coachella,California,United States,West
60126.0,Elmhurst,Illinois,United States,Central
7055.0,Passaic,New Jersey,United States,East
29406.0,North Charleston,South Carolina,United States,South
23602.0,Newport News,Virginia,United States,South
14701.0,Jamestown,New York,United States,East
46544.0,Mishawaka,Indiana,United States,Central
43402.0,Bowling Green,Ohio,United States,East
92253.0,La Quinta,California,United States,West
32303.0,Tallahassee,Florida,United States,South
37211.0,Nashville,Tennessee,United States,South
98226.0,Bellingham,Washington,United States,West
60098.0,Woodstock,Illinois,United States,Central
76117.0,Haltom City,Texas,United States,Central
60090.0,Wheeling,Illinois,United States,Central
29483.0,Summerville,South Carolina,United States,South
71901.0,Hot Springs,Arkansas,United States,South
80112.0,Englewood,Colorado,United States,West
43130.0,Lancaster,Ohio,United States,East
88001.0,Las Cruces,New Mexico,United States,West
35244.0,Hoover,Alabama,United States,South
75034.0,Frisco,Texas,United States,Central
95687.0,Vacaville,California,United States,West
84107.0,Murray,Utah,United States,West
53186.0,Waukesha,Wisconsin,United States,Central
93309.0,Bakersfield,California,United States,West
33068.0,Pompano Beach,Florida,United States,South
45373.0,Troy,Ohio,United States,East
78415.0,Corpus Christi,Texas,United States,Central
90278.0,Redondo Beach,California,United States,West
32839.0,Orlando,Florida,United States,South
7050.0,Orange,New Jersey,United States,East
70601.0,Lake Charles,Louisiana,United States,South
60035.0,Highland Park,Illinois,United States,Central
11550.0,Hempstead,New York,United States,East
46060.0,Noblesville,Indiana,United States,Central
55124.0,Apple Valley,Minnesota,United States,Central
29464.0,Mount Pleasant,South Carolina,United States,South
48310.0,Sterling Heights,Michigan,United States,Central
54703.0,Eau Claire,Wisconsin,United States,Central
78577.0,Pharr,Texas,United States,Central
59102.0,Billings,Montana,United States,West
97030.0,Gresham,Oregon,United States,West
37421.0,Chattanooga,Tennessee,United States,South
83642.0,Meridian,Idaho,United States,West
92307.0,Apple Valley,California,United States,West
60440.0,Bolingbrook,Illinois,United States,Central
55369.0,Maple Grove,Minnesota,United States,Central
95695.0,Woodland,California,United States,West
77489.0,Missouri City,Texas,United States,Central
77581.0,Pearland,Texas,United States,Central
94403.0,San Mateo,California,United States,West
49505.0,Grand Rapids,Michigan,United States,Central
93277.0,Visalia,California,United States,West
66212.0,Overland Park,Kansas,United States,Central
92592.0,Temecula,California,United States,West
92399.0,Yucaipa,California,United States,West
2151.0,Revere,Massachusetts,United States,East
77301.0,Conroe,Texas,United States,Central
60477.0,Tinley Park,Illinois,United States,Central
52001.0,Dubuque,Iowa,United States,Central
48127.0,Dearborn Heights,Michigan,United States,Central
87505.0,Santa Fe,New Mexico,United States,West
28601.0,Hickory,North Carolina,United States,South
60188.0,Carol Stream,Illinois,United States,Central
56301.0,Saint Cloud,Minnesota,United States,Central
33161.0,North Miami,Florida,United States,South
46226.0,Lawrence,Indiana,United States,Central
33317.0,Plantation,Florida,United States,South
34952.0,Port Saint Lucie,Florida,United States,South
29730.0,Rock Hill,South Carolina,United States,South
79762.0,Odessa,Texas,United States,Central
53214.0,West Allis,Wisconsin,United States,Central
91911.0,Chula Vista,California,United States,West
66502.0,Manhattan,Kansas,United States,Central
16602.0,Altoona,Pennsylvania,United States,East
80229.0,Thornton,Colorado,United States,West
61821.0,Champaign,Illinois,United States,Central
47401.0,Bloomington,Indiana,United States,Central
71854.0,Texarkana,Arkansas,United States,South
78539.0,Edinburg,Texas,United States,Central
77520.0,Baytown,Texas,United States,Central
46142.0,Greenwood,Indiana,United States,Central
90712.0,Lakewood,California,United States,West
2895.0,Woonsocket,Rhode Island,United States,East
54880.0,Superior,Wisconsin,United States,Central
76021.0,Bedford,Texas,United States,Central
98042.0,Covington,Washington,United States,West
74012.0,Broken Arrow,Oklahoma,United States,Central
33023.0,Miramar,Florida,United States,South
33021.0,Hollywood,Florida,United States,South
77536.0,Deer Park,Texas,United States,Central
67212.0,Wichita,Kansas,United States,Central
78501.0,Mcallen,Texas,United States,Central
52240.0,Iowa City,Iowa,United States,Central
83704.0,Boise,Idaho,United States,West
2920.0,Cranston,Rhode Island,United States,East
61032.0,Freeport,Illinois,United States,Central
77642.0,Port Arthur,Texas,United States,Central
95610.0,Citrus Heights,California,United States,West
75056.0,The Colony,Texas,United States,Central
98052.0,Redmond,Washington,United States,West
32114.0,Daytona Beach,Florida,United States,South
86442.0,Bullhead City,Arizona,United States,West
46368.0,Portage,Indiana,United States,Central
58103.0,Fargo,North Dakota,United States,Central
46514.0,Elkhart,Indiana,United States,Central
91776.0,San Gabriel,California,United States,West
33063.0,Margate,Florida,United States,South
30328.0,Sandy Springs,Georgia,United States,South
44060.0,Mentor,Ohio,United States,East
73505.0,Lawton,Oklahoma,United States,Central
23666.0,Hampton,Virginia,United States,South
13440.0,Rome,New York,United States,East
54601.0,La Crosse,Wisconsin,United States,Central
83501.0,Lewiston,Idaho,United States,West
39401.0,Hattiesburg,Mississippi,United States,South
94526.0,Danville,California,United States,West
48858.0,Mount Pleasant,Michigan,United States,Central
84321.0,Logan,Utah,United States,West
6708.0,Waterbury,Connecticut,United States,East
30605.0,Athens,Georgia,United States,South
4240.0,Lewiston,Maine,United States,East
61832.0,Danville,Illinois,United States,Central
85323.0,Avondale,Arizona,United States,West
30062.0,Marietta,Georgia,United States,South
85364.0,Yuma,Arizona,United States,West
54401.0,Wausau,Wisconsin,United States,Central
99301.0,Pasco,Washington,United States,West
60302.0,Oak Park,Illinois,United States,Central
32503.0,Pensacola,Florida,United States,South
77573.0,League City,Texas,United States,Central
20877.0,Gaithersburg,Maryland,United States,East
84043.0,Lehi,Utah,United States,West
35401.0,Tuscaloosa,Alabama,United States,South
92553.0,Moreno Valley,California,United States,West
40324.0,Georgetown,Kentucky,United States,South
80538.0,Loveland,Colorado,United States,West
85224.0,Chandler,Arizona,United States,West
59601.0,Helena,Montana,United States,West
63122.0,Kirkwood,Missouri,United States,Central
76706.0,Waco,Texas,United States,Central
48066.0,Roseville,Michigan,United States,Central
60423.0,Frankfort,Illinois,United States,Central
18018.0,Bethlehem,Pennsylvania,United States,East
55113.0,Roseville,Minnesota,United States,Central
68801.0,Grand Island,Nebraska,United States,Central
55125.0,Woodbury,Minnesota,United States,Central
48237.0,Oak Park,Michigan,United States,Central
72756.0,Rogers,Arkansas,United States,South
88101.0,Clovis,New Mexico,United States,West
33458.0,Jupiter,Florida,United States,South
93101.0,Santa Barbara,California,United States,West
75104.0,Cedar Hill,Texas,United States,Central
68701.0,Norfolk,Nebraska,United States,Central
84020.0,Draper,Utah,United States,West
48104.0,Ann Arbor,Michigan,United States,Central
91941.0,La Mesa,California,United States,West
83201.0,Pocatello,Idaho,United States,West
49423.0,Holland,Michigan,United States,Central
6460.0,Milford,Connecticut,United States,East
60089.0,Buffalo Grove,Illinois,United States,Central
92630.0,Lake Forest,California,United States,West
96003.0,Redding,California,United States,West
95928.0,Chico,California,United States,West
13501.0,Utica,New York,United States,East
72032.0,Conway,Arkansas,United States,South
82001.0,Cheyenne,Wyoming,United States,West
42301.0,Owensboro,Kentucky,United States,South
83605.0,Caldwell,Idaho,United States,West
70065.0,Kenner,Louisiana,United States,South
3060.0,Nashua,New Hampshire,United States,East
38134.0,Bartlett,Tennessee,United States,South
94061.0,Redwood City,California,United States,West
37087.0,Lebanon,Tennessee,United States,South
93454.0,Santa Maria,California,United States,West
60016.0,Des Plaines,Illinois,United States,Central
98632.0,Longview,Washington,United States,West
37075.0,Hendersonville,Tennessee,United States,South
50701.0,Waterloo,Iowa,United States,Central
2138.0,Cambridge,Massachusetts,United States,East
60067.0,Palatine,Illinois,United States,Central
1915.0,Beverly,Massachusetts,United States,East
97405.0,Eugene,Oregon,United States,West
93030.0,Oxnard,California,United States,West
98059.0,Renton,Washington,United States,West
60025.0,Glenview,Illinois,United States,Central
33445.0,Delray Beach,Florida,United States,South
80022.0,Commerce City,Colorado,United States,West
77590.0,Texas City,Texas,United States,Central
27893.0,Wilson,North Carolina,United States,South
87124.0,Rio Rancho,New Mexico,United States,West
27534.0,Goldsboro,North Carolina,United States,South
98208.0,Everett,Washington,United States,West
90640.0,Montebello,California,United States,West
92020.0,El Cajon,California,United States,West
77705.0,Beaumont,Texas,United States,Central
33407.0,West Palm Beach,Florida,United States,South
79605.0,Abilene,Texas,United States,Central
61761.0,Normal,Illinois,United States,Central
63301.0,Saint Charles,Missouri,United States,Central
60174.0,Saint Charles,Illinois,United States,Central
93010.0,Camarillo,California,United States,West
97123.0,Hillsboro,Oregon,United States,West
91505.0,Burbank,California,United States,West
95351.0,Modesto,California,United States,West
67846.0,Garden City,Kansas,United States,Central
8401.0,Atlantic City,New Jersey,United States,East
80501.0,Longmont,Colorado,United States,West
95616.0,Davis,California,United States,West
26003.0,Wheeling,West Virginia,United States,East
95037.0,Morgan Hill,California,United States,West
7011.0,Clifton,New Jersey,United States,East
53081.0,Sheboygan,Wisconsin,United States,Central
30344.0,East Point,Georgia,United States,South
57701.0,Rapid City,South Dakota,United States,Central
1810.0,Andover,Massachusetts,United States,East
34741.0,Kissimmee,Florida,United States,South
6484.0,Shelton,Connecticut,United States,East
6810.0,Danbury,Connecticut,United States,East
52302.0,Marion,Iowa,United States,Central
32771.0,Sanford,Florida,United States,South
78666.0,San Marcos,Texas,United States,Central
80634.0,Greeley,Colorado,United States,West
76063.0,Mansfield,Texas,United States,Central
44035.0,Elyria,Ohio,United States,East
83301.0,Twin Falls,Idaho,United States,West
33134.0,Coral Gables,Florida,United States,South
60441.0,Romeoville,Illinois,United States,Central
1752.0,Marlborough,Massachusetts,United States,East
20707.0,Laurel,Maryland,United States,East
77803.0,Bryan,Texas,United States,Central
71603.0,Pine Bluff,Arkansas,United States,South
57401.0,Aberdeen,South Dakota,United States,Central
21740.0,Hagerstown,Maryland,United States,East
7017.0,East Orange,New Jersey,United States,East
60004.0,Arlington Heights,Illinois,United States,Central
60543.0,Oswego,Illinois,United States,Central
55433.0,Coon Rapids,Minnesota,United States,Central
92672.0,San Clemente,California,United States,West
94568.0,Dublin,California,United States,West
93405.0,San Luis Obispo,California,United States,West
72762.0,Springdale,Arkansas,United States,South
