Order_Detail_ID,Order_ID,Product_ID,Sales
500,CA-2017-126158,FUR-FU-10000073,69.3
501,US-2017-105578,OFF-BI-10001670,22.62
502,US-2017-105578,OFF-BI-10001658,14.952
503,US-2017-105578,FUR-CH-10001215,801.568
504,US-2017-105578,OFF-BI-10000831,2.376
505,US-2017-105578,OFF-PA-10000357,32.792
506,CA-2018-134978,OFF-BI-10003274,15.92
507,CA-2016-145352,OFF-AR-10001662,2.74
508,CA-2016-145352,OFF-AR-10003856,8.34
509,CA-2016-145352,OFF-ST-10001228,46.74
510,CA-2016-145352,OFF-BI-10003527,6354.95
511,CA-2018-135307,FUR-FU-10001290,126.3
512,CA-2018-135307,TEC-AC-10002399,38.04
513,CA-2017-106341,OFF-AR-10002053,7.152
514,CA-2018-163405,OFF-AR-10003811,6.63
515,CA-2018-163405,OFF-AR-10001246,5.88
516,CA-2018-127432,TEC-CO-10003236,2999.95
517,CA-2018-127432,OFF-ST-10004507,51.45
518,CA-2018-127432,OFF-PA-10001667,11.96
519,CA-2018-127432,OFF-ST-10004459,1126.02
520,CA-2016-157812,TEC-AC-10000171,18.392
521,CA-2016-157812,OFF-ST-10000736,129.568
522,CA-2016-157812,OFF-BI-10000285,14.112
523,CA-2018-145142,FUR-TA-10001857,210.98
524,US-2017-139486,TEC-PH-10003555,55.176
525,US-2017-139486,TEC-AC-10003832,66.26
526,CA-2016-158792,OFF-FA-10002815,22.2
527,CA-2018-113558,FUR-CH-10003379,683.952
528,CA-2018-113558,FUR-FU-10001756,45.696
529,US-2016-138303,OFF-ST-10004963,36.336
530,US-2016-138303,OFF-SU-10002881,666.248
531,US-2016-138303,OFF-EN-10001335,52.512
532,CA-2016-102848,FUR-CH-10000595,190.72
533,US-2018-129441,FUR-FU-10000448,47.94
534,CA-2017-168753,TEC-PH-10000984,979.95
535,CA-2017-168753,OFF-BI-10002557,22.75
536,CA-2017-126613,OFF-ST-10001325,16.768
537,US-2018-122637,OFF-BI-10002429,42.616
538,CA-2016-147851,OFF-BI-10004528,10.752
539,CA-2016-134894,OFF-AP-10001271,152.94
